Écoles/Instituts,Ville,Type d'établissement,Diplôme,Durée d'études,Conditions d'accès,Filières Bacs acceptées,Seuil,Filières d'études possibles,Seuil (2024),Seuil (2022),Seuil (2023),Type,Seuil (2020),Seuil (2019),Seuil (2021),Seuil (2017),Seuil (2013),Seuil (2018)
Instituts Techniques Agricoles (ITA),Jemaat Shaim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Jemaat Shaim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Guelmim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Guelmim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Guelmim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Guelmim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Guelmim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tétouan,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tétouan,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tétouan,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tétouan,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tétouan,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Meknès,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Meknès,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Meknès,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Meknès,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Meknès,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oulad Taima,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oulad Taima,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oulad Taima,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oulad Taima,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oulad Taima,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Fqih Ben Saleh,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Fqih Ben Saleh,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Fqih Ben Saleh,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Fqih Ben Saleh,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Fqih Ben Saleh,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Zraib (Mechraa Belqasiri),,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Zraib (Mechraa Belqasiri),,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Zraib (Mechraa Belqasiri),,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Zraib (Mechraa Belqasiri),,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Zraib (Mechraa Belqasiri),,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Temara,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Temara,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Temara,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Temara,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Temara,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Larache,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
